"Owner.Sales.Role.Region","Is.Deal.Registration","Billing.Country","Cloud.Data.Platform","Cloud.Provider","Stage","Opportunity.Record.Type","Plan.Type","Lead.Source","Opportunity.ARR","Amount..ACV..Currency","Amount..ACV.","Created.Date","Close.Date","Age","Days.in.Free.Trial","Days.in.Current.Stage","Free.Trial.","Trial.End.Date","Loss.Reason","Opportunity.Source","year"
"CAE - RoW",0,"United Kingdom","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","","Techno-company Data Loader",NA,"USD",15700,"1/13/2021","3/12/2021",58,NA,101,0,"","Lost to Competitor","Inbound SDR/Marketing","2021"
"",1,"United States","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","","Consulting Partner",NA,"",NA,"4/29/2021","8/26/2021",119,NA,101,0,"","Unable to contact","Partner","2021"
"CAE - NA Northeast",0,"United States","Snowflake","AWS","1 - Identified","New Logo","","Organic",NA,"USD",10000,"3/24/2022","8/31/2022",56,NA,NA,0,"","","Inbound SDR/Marketing","2022"
"EAE - NA East",1,"United States","Snowflake","AWS","7 - Closed Lost","New Logo","","Consulting Partner",NA,"USD",20000,"12/10/2021","2/25/2022",77,NA,83,0,"","Duplicate","Partner","2021"
"EAE - NA East",0,"United States","Redshift","","7 - Closed Lost","Redshift Opportunity","","Tech Partner",NA,"USD",51000,"3/17/2021","8/10/2021",146,NA,101,0,"","Unable to contact","Outbound SDR","2021"
"EAE - NA West",0,"United States","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","","Sales Prospecting",NA,"USD",30000,"1/14/2021","1/19/2022",370,NA,101,0,"","Lost to Competitor","Sales","2021"
"",0,"United States","","","8 - Closed Won","BigQuery Opportunity","PayGo","Sales Prospecting",NA,"USD",10000,"9/29/2021","10/13/2021",14,14,101,0,"","","Sales","2021"
"CAE - NA Northwest",1,"United States","Snowflake","AWS","7 - Closed Lost","New Logo","Contract","Consulting Partner",NA,"USD",31199.36,"10/29/2021","3/24/2022",146,NA,56,0,"","Lost to Competitor","Partner","2021"
"EAE - NA East",1,"United States","Snowflake","","8 - Closed Won","Snowflake on AWS Opportunity","Contract","Organic",31186,"USD",35000,"6/22/2021","8/11/2021",50,NA,101,1,"8/6/2021","","Inbound SDR/Marketing","2021"
"EAE - RoW EMEA/APAC",0,"France","","","7 - Closed Lost","Redshift Opportunity","","Referral",NA,"",NA,"3/18/2021","9/21/2021",187,NA,101,0,"","Change in Project Scope","Sales","2021"
"EAE - RoW UK",1,"United Kingdom","Snowflake","","8 - Closed Won","Redshift Opportunity","Contract","Consulting Partner",44939,"USD",44938.8,"8/13/2021","11/24/2021",103,9,101,1,"11/10/2021","","Partner","2021"
"Other",1,"United States","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","","Consulting Partner",NA,"",NA,"5/14/2021","12/16/2021",216,NA,101,0,"","Timing","Partner","2021"
"EAE - NA East",0,"United States","Snowflake","Azure","7 - Closed Lost","New Logo","","Paid",NA,"USD",23000,"10/21/2021","2/22/2022",124,NA,86,0,"","Change in Project Scope","Sales","2021"
"CAE - NA Central",0,"United States","Snowflake","Azure","1 - Identified","New Logo","PayGo","Sales Prospecting",NA,"USD",20000,"12/9/2021","5/31/2022",161,NA,101,0,"","","Sales","2021"
"EAE - NA West",1,"Canada","Snowflake","","7 - Closed Lost","Unspecified Opportunity","","Consulting Partner",NA,"",NA,"3/21/2021","5/24/2021",64,NA,101,0,"","Unable to contact","Partner","2021"
"CAE - RoW",0,"Austria","","","7 - Closed Lost","Snowflake on Azure Opportunity","","Techno-company Data Loader",NA,"USD",10000,"5/10/2021","6/21/2021",42,31,101,1,"5/25/2021","Missing Features","Inbound SDR/Marketing","2021"
"CAE - NA Central",1,"United States","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","","Consulting Partner",NA,"",NA,"8/25/2021","10/20/2021",56,NA,101,0,"","Staying with Incumbent Solution","Partner","2021"
"CAE - RoW",1,"Poland","Redshift","AWS","8 - Closed Won","Snowflake on AWS Opportunity","PayGo","Organic",2340,"USD",10000,"10/25/2021","12/22/2021",58,23,101,1,"12/17/2021","","Inbound SDR/Marketing","2021"
"EAE - NA East",0,"United States","Snowflake","GCP","1 - Identified","Expansion","","Website",NA,"USD",30572,"1/14/2022","6/13/2022",125,NA,101,1,"3/8/2022","","Sales","2022"
"EAE - RoW EMEA/APAC",1,"Netherlands","Snowflake","","8 - Closed Won","Snowflake on Azure Opportunity","Contract","Consulting Partner",22190,"USD",22000,"1/25/2021","6/29/2021",155,45,101,1,"6/29/2021","","Partner","2021"
"Other",0,"Netherlands","Snowflake","","0 - Discovery","Unspecified Opportunity","","Sales Prospecting",NA,"",NA,"3/29/2022","4/30/2022",51,NA,NA,0,"","","Outbound SDR","2022"
"CAE - RoW",0,"United Kingdom","Snowflake","","7 - Closed Lost","Snowflake on GCP Opportunity","","Drift",NA,"",NA,"1/7/2022","1/23/2022",16,NA,101,0,"","Budget","Inbound SDR/Marketing","2022"
"EAE - RoW EMEA/APAC",1,"Australia","Snowflake","","8 - Closed Won","Snowflake on AWS Opportunity","PayGo","Consulting Partner",6567,"USD",18308,"4/1/2021","7/7/2021",97,14,101,1,"7/9/2021","","Partner","2021"
"EAE - NA Central",0,"United States","On-Premise","","7 - Closed Lost","Unspecified Opportunity","","Event",NA,"USD",23000,"3/23/2021","1/7/2022",290,NA,101,0,"","Timing","Inbound SDR/Marketing","2021"
"CAE - RoW",0,"United Kingdom","","","7 - Closed Lost","Snowflake on AWS Opportunity","","Organic",NA,"",NA,"8/23/2021","9/6/2021",14,NA,101,0,"","Duplicate","Inbound SDR/Marketing","2021"
"Other",0,"United States","","","0 - Discovery","Unspecified Opportunity","","Sales Prospecting",NA,"",NA,"3/29/2022","4/30/2022",51,NA,NA,0,"","","Outbound SDR","2022"
"CAE - NA Northwest",0,"United States","Snowflake","AWS","7 - Closed Lost","New Logo","Contract","Organic",NA,"USD",25000,"10/28/2021","3/25/2022",148,NA,55,0,"","Missing Features","Inbound SDR/Marketing","2021"
"CAE - NA Northwest",0,"United States","Snowflake","AWS","7 - Closed Lost","New Logo","","Marketplace",NA,"USD",10000,"1/11/2022","2/10/2022",30,NA,98,0,"","Change in Project Scope","Inbound SDR/Marketing","2022"
"EAE - NA West",0,"United States","","","7 - Closed Lost","Snowflake on Azure Opportunity","","Sales Prospecting",NA,"USD",23000,"1/4/2021","3/19/2021",74,NA,101,0,"","Unable to contact","Sales","2021"
"EAE - NA East",0,"United States","Synapse","Azure","7 - Closed Lost","New Logo","","Sales Prospecting",NA,"USD",23000,"10/14/2021","2/15/2022",124,NA,93,0,"","Change in Project Scope","Outbound SDR","2021"
"EAE - RoW EMEA/APAC",0,"France","Snowflake","AWS","1 - Identified","New Logo","","Incoming Call/Email",NA,"USD",30000,"3/29/2022","12/29/2022",51,NA,NA,0,"","","Inbound SDR/Marketing","2022"
"CAE - NA Central",0,"United States","Snowflake","AWS","8 - Closed Won","New Logo","PayGo","Organic",26025,"USD",15000,"12/22/2021","3/29/2022",97,NA,51,1,"2/8/2022","","Inbound SDR/Marketing","2021"
"CAE - RoW",0,"Germany","","","8 - Closed Won","Redshift Opportunity","PayGo","Website",NA,"USD",40000,"4/22/2021","5/28/2021",36,30,101,1,"5/25/2021","","Sales","2021"
"EAE - NA West",1,"United States","Snowflake","AWS","8 - Closed Won","Convert to Contract","Contract","Paid",23829,"USD",12713.73,"3/22/2021","4/27/2022",401,21,22,1,"9/2/2021","","Inbound SDR/Marketing","2021"
"EAE - RoW EMEA/APAC",1,"Belgium","Snowflake","AWS","1 - Identified","New Logo","","Consulting Partner",NA,"USD",30000,"8/23/2021","10/31/2022",269,NA,101,0,"","","Partner","2021"
"EAE - NA East",0,"United States","","","7 - Closed Lost","Snowflake on AWS Opportunity","","List Import",NA,"",NA,"7/30/2021","8/18/2021",19,NA,101,0,"","Change in Project Scope","Inbound SDR/Marketing","2021"
"EAE - NA West",0,"United States","Redshift","AWS","7 - Closed Lost","New Logo","","Sales Prospecting",NA,"USD",10000,"2/8/2022","2/17/2022",9,NA,91,0,"","Staying with Incumbent Solution","Outbound SDR","2022"
"EAE - NA East",0,"United States","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","","Event",NA,"",NA,"1/14/2022","1/21/2022",7,NA,101,0,"","Change in Project Scope","Inbound SDR/Marketing","2022"
"EAE - RoW EMEA/APAC",0,"France","Snowflake","AWS","7 - Closed Lost","New Logo","","Sales Prospecting",NA,"USD",2000,"5/25/2021","3/24/2022",303,NA,56,0,"","Staying with Incumbent Solution","Sales","2021"
"EAE - NA East",0,"United States","Snowflake","AWS","1 - Identified","New Logo","","",NA,"USD",50000,"11/5/2021","5/31/2022",195,NA,101,0,"","","Sales","2021"
"CAE - NA Southeast",0,"United States","Snowflake","AWS","7 - Closed Lost","Snowflake on AWS Opportunity","","Techno-company Data Loader",NA,"",NA,"12/31/2021","1/26/2022",26,NA,101,0,"","Unable to contact","Inbound SDR/Marketing","2021"
"CAE - NA Central",0,"United States","","","7 - Closed Lost","Snowflake on AWS Opportunity","","Organic",NA,"USD",10000,"6/22/2021","7/19/2021",27,NA,101,0,"","Missing Features","Inbound SDR/Marketing","2021"
"CAE - NA Southeast",0,"United States","BigQuery","","7 - Closed Lost","Snowflake on AWS Opportunity","","Paid",NA,"",NA,"4/26/2021","6/1/2021",36,NA,101,0,"","Technical Issues","Inbound SDR/Marketing","2021"
"Other",0,"United Kingdom","Snowflake","Azure","7 - Closed Lost","Demo/Test License","","Consulting Partner",NA,"",NA,"8/13/2021","2/12/2022",183,NA,97,0,"","","Partner","2021"
"EAE - NA Central",0,"United States","","","8 - Closed Won","Snowflake on AWS Opportunity","Contract","Sales Prospecting",NA,"USD",35940.03,"5/24/2021","8/17/2021",85,NA,101,0,"","","Sales","2021"
"CAE - NA Southeast",1,"United States","Snowflake","","8 - Closed Won","Snowflake on AWS Opportunity","PayGo","Consulting Partner",28213,"USD",15000,"11/4/2021","11/30/2021",26,15,101,1,"11/26/2021","","Partner","2021"
"CAE - NA Northwest",0,"United States","Synapse","Azure","7 - Closed Lost","Snowflake on Azure Opportunity","","Organic",NA,"USD",10000,"1/14/2022","1/24/2022",10,10,101,1,"1/14/2022","Lost to Competitor","Inbound SDR/Marketing","2022"
"",0,"United States","","","8 - Closed Won","Snowflake on AWS Opportunity","PayGo","Sales Prospecting",NA,"USD",91000,"3/22/2021","3/22/2021",0,0,101,0,"","","Sales","2021"
"Other",0,"Israel","Evaluating CDP","","0 - Discovery","Unspecified Opportunity","","Sales Prospecting",NA,"",NA,"4/19/2022","4/30/2022",30,NA,NA,0,"","","Outbound SDR","2022"
"EAE - NA West",0,"United States","Snowflake","","7 - Closed Lost","Snowflake on Azure Opportunity","Contract","Organic",NA,"USD",30000,"8/25/2021","11/12/2021",79,NA,101,0,"","Timing","Inbound SDR/Marketing","2021"
"EAE - NA East",0,"United States","","","7 - Closed Lost","Snowflake on Azure Opportunity","","Sales Prospecting",NA,"USD",20000,"10/19/2021","1/21/2022",94,NA,101,0,"","Org Structure Changes","Outbound SDR","2021"
"EAE - NA Central",0,"United States","Databricks","","7 - Closed Lost","Renewal + Expansion","","Sales Prospecting",NA,"USD",23000,"12/31/2021","5/5/2022",125,NA,14,0,"","Unable to contact","Sales","2021"
"CAM - NA",0,"United States","","","8 - Closed Won","Snowflake on AWS Opportunity","Contract","Sales Prospecting",NA,"USD",20500,"3/24/2021","5/14/2021",51,NA,101,0,"","","Sales","2021"
"EAE - RoW EMEA/APAC",1,"Denmark","Snowflake","","7 - Closed Lost","Snowflake on Azure Opportunity","","Consulting Partner",NA,"USD",30000,"9/21/2021","11/26/2021",66,NA,101,0,"","Change in Project Scope","Partner","2021"
"EAE - NA Central",0,"United States","","","8 - Closed Won","Snowflake on Azure Opportunity","Contract","Sales Prospecting",36387,"USD",36386.86,"8/3/2021","10/12/2021",70,NA,101,1,"10/12/2021","","Sales","2021"
"EAE - RoW UK",0,"United Kingdom","Redshift","","7 - Closed Lost","New Logo","Contract","Sales Prospecting",NA,"USD",50000,"11/1/2021","4/20/2022",170,NA,29,0,"","Change in Project Scope","Sales","2021"
"EAE - NA East",0,"United States","Databricks","Azure","7 - Closed Lost","New Logo","","Sales Prospecting",NA,"USD",30000,"12/31/2021","3/24/2022",83,NA,56,0,"","Unable to contact","Sales","2021"
"EAE - RoW EMEA/APAC",0,"Sweden","Snowflake","AWS","7 - Closed Lost","New Logo","","Organic",NA,"USD",30000,"6/22/2021","2/22/2022",245,NA,86,0,"","Unable to contact","Sales","2021"
"Other",0,"United States","Snowflake","AWS","8 - Closed Won","Demo/Test License","","Sales Prospecting",0,"",NA,"9/28/2021","2/11/2022",136,NA,86,1,"12/7/2022","","Sales","2021"
"Other",0,"United States","","","8 - Closed Won","Demo/Test License","","Event",NA,"",NA,"8/26/2021","2/20/2022",178,NA,88,1,"8/30/2022","","Sales","2021"
"EAE - RoW EMEA/APAC",0,"Sweden","","","8 - Closed Won","Snowflake on AWS Opportunity","Contract","Sales Prospecting",NA,"USD",24300,"10/26/2021","11/30/2021",35,NA,101,0,"","","Sales","2021"
"CAE - RoW",1,"Australia","Snowflake","","7 - Closed Lost","New Logo","PayGo","Consulting Partner",NA,"USD",1000,"12/8/2021","4/29/2022",142,NA,20,0,"","Unable to contact","Partner","2021"
"CAM - NA",1,"United States","Databricks","","7 - Closed Lost","Databricks Opportunity","","Consulting Partner",NA,"USD",15700,"3/3/2021","6/7/2021",96,34,101,1,"4/28/2021","Technical Issues","Partner","2021"
"CAE - North America",0,"United States","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","","Paid",NA,"USD",15700,"3/24/2021","7/21/2021",119,NA,101,0,"","Lost Champion","Sales","2021"
"CAE - RoW",1,"Germany","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","","Consulting Partner",NA,"",NA,"1/25/2021","5/10/2021",105,NA,101,0,"","Budget","Partner","2021"
"CAE - RoW",0,"Australia","Snowflake","","8 - Closed Won","Snowflake on Azure Opportunity","PayGo","Organic",19184,"USD",19184,"10/8/2021","12/15/2021",68,15,101,1,"11/21/2021","","Inbound SDR/Marketing","2021"
"CAE - RoW",0,"United Kingdom","Snowflake","AWS","1 - Identified","New Logo","","Drift",NA,"USD",2000,"11/30/2021","6/23/2022",170,NA,101,0,"","","Inbound SDR/Marketing","2021"
"EAE - NA West",0,"United States","Snowflake","AWS","8 - Closed Won","Expansion","Contract","List Import",111127,"USD",129648,"12/7/2021","4/29/2022",143,NA,20,1,"4/29/2022","","Sales","2021"
"CAE - RoW",0,"New Zealand","","","8 - Closed Won","Snowflake on AWS Opportunity","PayGo","Techno-company Data Loader",15894,"USD",15700,"3/1/2021","4/13/2021",43,NA,101,1,"3/17/2021","","Inbound SDR/Marketing","2021"
"CAE - NA Central",1,"United States","Snowflake","AWS","7 - Closed Lost","New Logo","PayGo","Consulting Partner",NA,"USD",5000,"9/10/2021","5/10/2022",242,NA,9,0,"","Technical Issues","Partner","2021"
"EAE - NA Central",0,"United States","","","0 - Discovery","Unspecified Opportunity","","Event",NA,"",NA,"3/29/2022","4/30/2022",51,NA,NA,0,"","","Inbound SDR/Marketing","2022"
"CAE - RoW",0,"Sweden","BigQuery","GCP","7 - Closed Lost","New Logo","","Techno-company Data Loader",NA,"",NA,"11/16/2021","2/24/2022",100,NA,84,0,"","Unable to contact","Inbound SDR/Marketing","2021"
"CAE - RoW",0,"United Kingdom","Snowflake","AWS","7 - Closed Lost","New Logo","","Organic",NA,"USD",15000,"1/7/2022","3/31/2022",83,NA,49,1,"2/1/2022","Unable to contact","Inbound SDR/Marketing","2022"
"EAE - RoW EMEA/APAC",0,"Netherlands","","","8 - Closed Won","Consultancy Opportunity","Contract","Sales Prospecting",NA,"USD",10000,"5/7/2021","6/3/2021",27,NA,101,0,"","","Sales","2021"
"EAE - NA East",0,"United States","","","7 - Closed Lost","Snowflake on Azure Opportunity","","Event",NA,"USD",48000,"6/3/2021","10/1/2021",120,NA,101,0,"","Lost to Competitor","Sales","2021"
"CAE - NA Southwest",1,"United States","Evaluating CDP","AWS","1 - Identified","New Logo","PayGo","Consulting Partner",NA,"USD",10000,"3/29/2022","7/29/2022",51,NA,NA,0,"","","Partner","2022"
"EAE - NA Central",0,"United States","Redshift","","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",25000,"12/21/2021","5/31/2022",149,NA,101,0,"","","Inbound SDR/Marketing","2021"
"EAE - NA Central",0,"United States","Snowflake","AWS","8 - Closed Won","Renewal","Contract","Sales Prospecting",NA,"USD",0,"3/1/2021","2/24/2022",360,NA,84,0,"","","Sales","2021"
"EAE - NA West",0,"United States","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","","Sales Prospecting",NA,"",NA,"7/29/2021","10/7/2021",70,NA,101,0,"","Unable to contact","Outbound SDR","2021"
"EAE - RoW UK",1,"United Kingdom","Snowflake","","2 - Trial","New Logo","Contract","Consulting Partner",NA,"USD",20000,"8/27/2021","8/31/2022",265,NA,101,1,"11/10/2021","","Partner","2021"
"EAE - NA Central",1,"United States","Snowflake","","7 - Closed Lost","Snowflake on Azure Opportunity","","Consulting Partner",NA,"USD",31000,"11/30/2021","1/14/2022",45,NA,101,0,"","Change in Project Scope","Partner","2021"
"EAE - NA West",0,"United States","Redshift","AWS","7 - Closed Lost","New Logo","","Paid",NA,"USD",25000,"12/15/2021","3/11/2022",86,NA,69,0,"","Unable to contact","Inbound SDR/Marketing","2021"
"Other",0,"United States","","","7 - Closed Lost","Snowflake on AWS Opportunity","","Marketplace",NA,"",NA,"8/17/2021","9/13/2021",27,NA,101,0,"","Change in Project Scope","Inbound SDR/Marketing","2021"
"EAE - NA East",1,"United States","Redshift","AWS","7 - Closed Lost","Expansion","","Paid",NA,"",NA,"3/29/2022","4/21/2022",23,NA,28,0,"","Not a fit","Inbound SDR/Marketing","2022"
"EAE - NA Central",0,"Canada","","","7 - Closed Lost","Databricks Opportunity","Contract","Sales Prospecting",NA,"",NA,"11/12/2021","11/19/2021",7,NA,101,0,"","Staying with Incumbent Solution","Outbound SDR","2021"
"CAE - RoW",0,"United Kingdom","BigQuery","GCP","1 - Identified","New Logo","Contract","Drift",NA,"USD",43200,"1/5/2022","6/23/2022",134,NA,101,0,"","","Inbound SDR/Marketing","2022"
"CAE - RoW",0,"India","Snowflake","AWS","1 - Identified","New Logo","Contract","Organic",NA,"USD",19020.9,"4/19/2022","8/26/2022",30,NA,NA,0,"","","Inbound SDR/Marketing","2022"
"EAE - RoW UK",0,"United Kingdom","Snowflake","","7 - Closed Lost","Snowflake on AWS Opportunity","Contract","Organic",NA,"USD",1e+05,"10/4/2021","10/29/2021",25,NA,101,0,"","Change in Project Scope","Inbound SDR/Marketing","2021"
"CAE - NA Northwest",0,"United States","","","7 - Closed Lost","Snowflake on AWS Opportunity","","Sales Prospecting",NA,"USD",10000,"10/28/2021","12/1/2021",34,16,101,1,"11/29/2021","Lost to Competitor","Sales","2021"
"EAE - NA East",0,"United States","Snowflake","AWS","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",66000,"1/6/2022","6/30/2022",133,NA,101,0,"","","Outbound SDR","2022"
"CAE - RoW",1,"Austria","Snowflake","","7 - Closed Lost","New Logo","PayGo","Consulting Partner",NA,"",NA,"9/24/2021","3/25/2022",182,NA,55,0,"","Unable to contact","Partner","2021"
"CAE - RoW",0,"United Kingdom","","","7 - Closed Lost","Redshift Opportunity","","Website",NA,"USD",10000,"8/31/2021","9/22/2021",22,22,101,1,"9/9/2021","Technical Issues","Sales","2021"
"EAE - NA Central",0,"Canada","BigQuery","GCP","7 - Closed Lost","New Logo","Contract","Paid",NA,"USD",41500,"10/28/2021","2/10/2022",105,NA,98,0,"","Duplicate","Sales","2021"
"EAE - NA East",1,"United States","Databricks","Azure","1 - Identified","New Logo","Contract","Drift",NA,"USD",50000,"12/21/2021","6/30/2022",149,NA,101,0,"","","Inbound SDR/Marketing","2021"
"CAE - North America",0,"United States","","","8 - Closed Won","Redshift Opportunity","PayGo","Organic",0,"USD",55000,"6/22/2021","8/31/2021",70,NA,101,1,"6/15/2021","","Sales","2021"
"EAE - RoW EMEA/APAC",0,"Norway","Redshift","","1 - Identified","New Logo","","Sales Prospecting",NA,"USD",10000,"3/29/2021","12/15/2022",416,NA,101,0,"","","Outbound SDR","2021"
"CAE - RoW",1,"Singapore","","","7 - Closed Lost","Snowflake on AWS Opportunity","","Sales Prospecting",NA,"USD",30000,"8/19/2021","12/17/2021",120,17,101,1,"11/15/2021","Unable to contact","Sales","2021"
"Other",0,"United States","","","7 - Closed Lost","Unspecified Opportunity","","Paid",NA,"",NA,"3/9/2022","3/30/2022",21,NA,50,0,"","Unable to contact","Inbound SDR/Marketing","2022"
